Restaurant name,Link in manta,Manta verified,Street address,City,State,Postal code,Phone number,Website,Description
The Habit Restaurants LLC,https://www.manta.com/c/mtcsyt0/the-habit-restaurants-llc,False,9215 Reseda Boulevard,Northridge,CA,91324,(818) 993-7113,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.habitburger.com&s=adacbf1c8fa7726adc65315c178e0ab1&cb=4311893&emid=mtcsyt0,
Levy Restaurants,https://www.manta.com/c/mm3p9zk/levy-restaurants,False,1111 South Figueroa Street # 1600,Los Angeles,CA,90015,(213) 742-7885,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.levyrestaurants.com&s=6b1000dacc21d6182344568f1d3368da&cb=4311893&emid=mm3p9zk,
Indian Restaurant,https://www.manta.com/c/mmg2xms/indian-restaurant,False,633 South San Gabriel Boulevard 105,San Gabriel,CA,91776,(626) 287-0688,https://www.manta.com/urlverify?redirect=http%3A%2F%2FUncleyurestaurants.com&s=a6ef95e3d1a8a50f8d97c82b1c6ca5c2&cb=4311894&emid=mmg2xms,
Yuzu Restaurant,https://www.manta.com/c/mmd0c3b/yuzu-restaurant,False,1231 Cabrillo Avenue,Torrance,CA,90501,(310) 533-9898,https://www.manta.com/urlverify?redirect=http%3A%2F%2FYuzu-Restaurants.com&s=9d04ba6f53f958db3c120aa7d4b46e4b&cb=4311895&emid=mmd0c3b,
"Floral Restaurant, The",https://www.manta.com/c/mms5dbs/floral-restaurant-the,False,211 East Valley Boulevard # 215,San Gabriel,CA,91776,(626) 573-4422,,
Colima Restaurant,https://www.manta.com/c/mm0qh3c/colima-restaurant,False,400 West Cesar East Chavez Avenue,Los Angeles,CA,90012,(213) 972-9537,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.colimarestaurant.com%2F&s=23d659e7dc1b48027101676f2d7d5af7&cb=4311895&emid=mm0qh3c,
Restaurant Umemura,https://www.manta.com/c/mm8m2rd/restaurant-umemura,False,1724 West Redondo Beach Boulevard,Gardena,CA,90247,(310) 217-0970,,
Cojutepeque Restaurant,https://www.manta.com/c/mm8b30n/cojutepeque-restaurant,False,2610 West 3rd Street,Los Angeles,CA,90057,(213) 382-5163,,
Naegohyang Restaurant,https://www.manta.com/c/mm3gg17/naegohyang-restaurant,False,3516 West 8th Street,Los Angeles,CA,90005,(213) 381-0022,,
Parish Restaurant,https://www.manta.com/c/mhbmf41/parish-restaurant,False,840 South Spring Street,Los Angeles,CA,90014,(213) 225-2400,,
Selsarolito Restaurant,https://www.manta.com/c/mw2jrts/selsarolito-restaurant,False,3049 East 4th Street,Los Angeles,CA,90063,(323) 266-6385,,
Sahara Restaurant,https://www.manta.com/c/mhkt63z/sahara-restaurant,False,10215 Rosecrans Avenue,Bellflower,CA,90706,(562) 925-6362,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.saharacuisineofindia.net&s=d1b2ed710c2e9cb447472e33d26cc1e6&cb=4311898&emid=mhkt63z,
Omars Restaurant,https://www.manta.com/c/mhk6fz2/omars-restaurant,False,18325 Alburtis Avenue,Artesia,CA,90701,(562) 809-3887,,
Sorrento Restaurant,https://www.manta.com/c/mbn87bd/sorrento-restaurant,False,16616 Ventura Boulevard,Encino,CA,91436,(818) 905-5300,,
Xen Restaurant LLC,https://www.manta.com/c/mb0p2g0/xen-restaurant-llc,False,10628 Ventura Boulevard,Studio City,CA,91604,(818) 505-3513,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.xenlounge.com&s=3779ee66ac6e74e178cdb9bddc8f6751&cb=4320108&emid=mb0p2g0,
Zinque Restaurant,https://www.manta.com/c/mh1zrkq/zinque-restaurant,False,8684 Melrose Avenue,West Hollywood,CA,90069,(424) 284-3930,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.lezinque.com&s=31b7111c0d1921d46d57a64d2a724d24&cb=4320109&emid=mh1zrkq,
Alsham Restaurants Inc,https://www.manta.com/c/mhbsw2d/alsham-restaurants-inc,False,3435 Wilshire Boulevard # 108,Los Angeles,CA,90010,(213) 388-9636,,
Leonardos Restaurant,https://www.manta.com/c/mhpjrj3/leonardos-restaurant,False,6617 Wilson Avenue,Los Angeles,CA,90001,(323) 582-1500,,
Delius Restaurant,https://www.manta.com/c/mbn95zk/delius-restaurant,False,2951 Cherry Avenue,Signal Hill,CA,90755,(562) 426-0694,https://www.manta.com/urlverify?redirect=http%3A%2F%2FDeliusrestaurant.com&s=26ecfc9761a2af8d39cf56f4e9ba7186&cb=4320110&emid=mbn95zk,
Ritrovo Restaurant,https://www.manta.com/c/mtr60bf/ritrovo-restaurant,False,140 South Barrington Place,Los Angeles,CA,90049,(310) 472-4939,https://www.manta.com/urlverify?redirect=http%3A%2F%2FPiccoloritrovo.com&s=1ef03424dee541fbc94e28c09b28c8da&cb=4320110&emid=mtr60bf,
Ihop Restaurant,https://www.manta.com/c/mtx0t87/ihop-restaurant,False,24631 Crenshaw Boulevard D,Torrance,CA,90505,(310) 326-7535,https://www.manta.com/urlverify?redirect=http%3A%2F%2FIhop.com&s=642df542a13f12449cd79652b080c42a&cb=4320110&emid=mtx0t87,
Renaissance Restaurant,https://www.manta.com/c/mmj6kgq/renaissance-restaurant,False,5930 Franklin Avenue,Los Angeles,CA,90028,(323) 960-3200,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.renaissancespeakers.com&s=4ca38e542a210e1423fbfe1fbcd14ad9&cb=4320111&emid=mmj6kgq,
Halmae Restaurant,https://www.manta.com/c/mmy934g/halmae-restaurant,False,3122 West 8th Street,Los Angeles,CA,90005,(213) 385-0655,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.halmae24.com%2F&s=9796343b9cb6fab97ebadf12ab57bb34&cb=4320111&emid=mmy934g,
Izalco Restaurant,https://www.manta.com/c/mm59r2g/izalco-restaurant,False,10729 Burbank Boulevard,North Hollywood,CA,91601,(818) 760-0396,,
678 Restaurant Inc,https://www.manta.com/c/mhblnpz/678-restaurant-inc,False,1934 West Doublegrove Street,West Covina,CA,91790,(626) 262-3276,,
Ariana Restaurant,https://www.manta.com/c/mhbqpqg/ariana-restaurant,False,19321 Ventura Boulevard,Tarzana,CA,91356,(818) 457-4545,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.arianalarestaurant.com&s=8c150a780f79c0c3dcaaf55124a45469&cb=4320112&emid=mhbqpqg,
Valley Restaurant Inc,https://www.manta.com/c/mhq3nrl/valley-restaurant-inc,False,5300 Newcastle Avenue Apartment 65,Encino,CA,91316,(818) 996-2800,,
"Insadong Restaurant, Inc",https://www.manta.com/c/mb0l2j5/insadong-restaurant-inc,False,3189 West Olympic Boulevard,Los Angeles,CA,90006,(213) 380-7070,,
Omar Restaurant,https://www.manta.com/c/mry3554/omar-restaurant,False,1718 New Avenue,San Gabriel,CA,91776,(626) 570-9778,,
Mixter Restaurant Inc,https://www.manta.com/c/mhbjqwz/mixter-restaurant-inc,False,2456 West Whittier Boulevard,Montebello,CA,90640,(323) 728-2902,,
Spinfish Restaurants,https://www.manta.com/c/mhpmycb/spinfish-restaurants,False,2265 Foothill Boulevard,La Canada Flintridge,CA,91011,(818) 330-9141,,
"Huolala Restaurant, Inc",https://www.manta.com/c/mhqhvm0/huolala-restaurant-inc,False,288 South San Gabriel Boulevard,San Gabriel,CA,91776,(626) 286-8293,,
Rockenwagners Restaurant,https://www.manta.com/c/mhqb71r/rockenwagners-restaurant,False,5462 West Adams Boulevard,Los Angeles,CA,90016,(310) 578-8171,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.rockenwagner.com&s=003afb004aa618bf118d47fec5a97085&cb=4320114&emid=mhqb71r,
Thy Restaurant,https://www.manta.com/c/mhqzxgs/thy-restaurant,False,141 North Atl Boulevard # 105,Monterey Park,CA,91754,(626) 281-8886,,
Soca Restaurant,https://www.manta.com/c/mhzrdk8/soca-restaurant,False,14015 Ventura Boulevard,Sherman Oaks,CA,91423,(818) 301-4300,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.soca-la.com&s=ea95513e78d9525f620d3948971d0155&cb=4320114&emid=mhzrdk8,
N10 Restaurant,https://www.manta.com/c/mkhhndf/n10-restaurant,False,8436 West 3rd Street,Los Angeles,CA,90048,(310) 924-2011,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.n10restaurant.com&s=37a1e56db64dc10f8dd9b5583806b6aa&cb=4320115&emid=mkhhndf,
Hillstone Restaurant,https://www.manta.com/c/mbgq6yk/hillstone-restaurant,False,202 Wilshire Boulevard,Santa Monica,CA,90401,(310) 576-7558,https://www.manta.com/urlverify?redirect=http%3A%2F%2FHillstone.com&s=6109f9cea0074b2af8fa4308cb3d3699&cb=4320115&emid=mbgq6yk,
Marcello's Restaurant,https://www.manta.com/c/mmnv1ff/marcello-s-restaurant,False,404 South Figueroa Street # 417,Los Angeles,CA,90071,(213) 629-2000,https://www.manta.com/urlverify?redirect=http%3A%2F%2FAngrychefgrill.com&s=28cb9d752539ec2f96ab6e75eec41ec3&cb=4320116&emid=mmnv1ff,
Mayan Restaurant,https://www.manta.com/c/mb821m7/mayan-restaurant,False,1811 West 6th Street,Los Angeles,CA,90057,(213) 484-1048,,
VD Restaurant,https://www.manta.com/c/mhygtwk/vd-restaurant,False,2013 West Florence Avenue,Los Angeles,CA,90047,(323) 750-7752,,
Koi Restaurant,https://www.manta.com/c/mh503k8/koi-restaurant,False,730 North La Cienega Boulevard,West Hollywood,CA,90069,(310) 659-9449,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.koirestaurant.com&s=4b1ac38eee4209c2c26ca387be01b792&cb=4320117&emid=mh503k8,
1810 Restaurant,https://www.manta.com/c/mh025jy/1810-restaurant,False,101 West 9th Street,Los Angeles,CA,90015,(213) 623-1810,,
Consomme Restaurant LLC,https://www.manta.com/c/mhpb31r/consomme-restaurant-llc,False,21732 South Vermont Avenue,Torrance,CA,90502,(310) 381-3677,,
Restaurant Silantro,https://www.manta.com/c/mkxtvbq/restaurant-silantro,False,1234 Wilshire Boulevard,Los Angeles,CA,90017,(213) 265-7272,,
Kagaya Restaurant,https://www.manta.com/c/mh4kc8h/kagaya-restaurant,False,319 East 2nd Street,Los Angeles,CA,90012,(213) 625-5700,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fkagaya.dla.menuclub.com&s=23d7a6a0c9633dd35643eb7ebe5a2d43&cb=4320118&emid=mh4kc8h,
Barrera's Restaurant,https://www.manta.com/c/mh02x5r/barrera-s-restaurant,False,4711 Durfee Avenue,Pico Rivera,CA,90660,(562) 695-2791,,
Esthela's Restaurant,https://www.manta.com/c/mhszjzp/esthela-s-restaurant,False,8955 Woodman Avenue,Pacoima,CA,91331,(818) 894-8353,,
Canaan Restaurant,https://www.manta.com/c/mh0zxww/canaan-restaurant,False,1226 Arapahoe Street,Los Angeles,CA,90006,(213) 380-5550,,
Josie Restaurant,https://www.manta.com/c/mhpfmsk/josie-restaurant,False,2424 Pico Boulevard,Santa Monica,CA,90405,(310) 581-9888,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.josierestaurant.com&s=611825c15020e9d2a4391ee47d33826d&cb=4328745&emid=mhpfmsk,
Mitsuru Restaurant,https://www.manta.com/c/mh46d4g/mitsuru-restaurant,False,14748 Whittier Boulevard,Whittier,CA,90605,(562) 693-0907,,
Sunshine Restaurant,https://www.manta.com/c/mmg6gzl/sunshine-restaurant,False,861 North Western Avenue,Los Angeles,CA,90029,(323) 462-4646,,
Emerald Restaurant,https://www.manta.com/c/mm816x1/emerald-restaurant,False,9315 Venice Boulevard,Culver City,CA,90232,(310) 836-6860,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.emeraldroyalthai.com&s=3c8a66301869c1d62e0ad51cf1240b2c&cb=4328747&emid=mm816x1,
"Mg Restaurants, LLC",https://www.manta.com/c/mmsb17j/mg-restaurants-llc,False,2932 And A Half Bev,Los Angeles,CA,90077,(310) 474-2740,https://www.manta.com/urlverify?redirect=http%3A%2F%2FGiacominodrago.com&s=e6b6d4d15a7ad61f708e9b310238abbe&cb=4328747&emid=mmsb17j,
Cindrella Restaurant,https://www.manta.com/c/mmynz4s/cindrella-restaurant,False,820 North Western Avenue,Los Angeles,CA,90029,(323) 460-6600,,
Islands Restaurant,https://www.manta.com/c/mm5hmlx/islands-restaurant,False,1200 Rosecrans Avenue,Manhattan Beach,CA,90266,(310) 414-5304,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.islandsrestaurants.com&s=09d45186949f16a826a7672fd5c932a2&cb=4328748&emid=mm5hmlx,
Spumoni Restaurant,https://www.manta.com/c/mmb5byt/spumoni-restaurant,False,14533 Ventura Boulevard,Sherman Oaks,CA,91403,(818) 981-7218,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.spumonirestaurants.com&s=cc1866115af10e60c2f0055efded3c62&cb=4328748&emid=mmb5byt,
Hakata Restaurant,https://www.manta.com/c/mm2cl20/hakata-restaurant,False,2830 Wilshire Boulevard,Santa Monica,CA,90403,(310) 828-8404,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.hakatasushi.com&s=9c8d86575fd97365056254125f2b725a&cb=4328749&emid=mm2cl20,
Atlacatl Restaurant,https://www.manta.com/c/mmjjss9/atlacatl-restaurant,False,301 North Berendo Street,Los Angeles,CA,90004,(323) 663-1404,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.atlacatl.dinehere.us&s=7c8dac8a489a5b0512380c19c2ddbd73&cb=4328749&emid=mmjjss9,
Minori Restaurant,https://www.manta.com/c/mm37p9j/minori-restaurant,False,1170 South Robertson Boulevard,Los Angeles,CA,90035,(310) 278-1122,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.minorisushirestaurant.com&s=72529514bcb3286b66182bc27c8948ab&cb=4328750&emid=mm37p9j,
Delius Restaurant,https://www.manta.com/c/mmg6npt/delius-restaurant,False,2951 Cherry Avenue,Signal Hill,CA,90755,(562) 426-0694,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.deliusrestaurant.com&s=5a58e7d403c6d267e31ed6c3c0766602&cb=4328750&emid=mmg6npt,
Manna Restaurant,https://www.manta.com/c/mm8mx31/manna-restaurant,False,2101 San Gabriel Boulevard,Rosemead,CA,91770,(626) 307-5671,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.mannakorean.com&s=5e0cc3a14f9fb7df5bfd3defe17b8ac2&cb=4328750&emid=mm8mx31,
Capri Restaurant,https://www.manta.com/c/mmnk7st/capri-restaurant,False,1616 Abbot Kinney Boulevard,Venice,CA,90291,(310) 392-8777,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.thecapriapts.com&s=d1a14b7478848d9b935b5081c9f581ec&cb=4328751&emid=mmnk7st,
Yoshinoya Restaurants,https://www.manta.com/c/mm0k8tc/yoshinoya-restaurants,False,6800 Reseda Boulevard # H,Reseda,CA,91335,(818) 996-6821,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.yoshinoyausa.com&s=9c61ae1102182e7b7b1566965c00a6e1&cb=4328751&emid=mm0k8tc,
Emilla's Restaurant,https://www.manta.com/c/mm5bzpc/emilla-s-restaurant,False,4433 South Alameda Street,Los Angeles,CA,90058,(323) 233-6376,,
Alma Restaurant,https://www.manta.com/c/mtrd60x/alma-restaurant,False,839 Parkman Avenue Apartment 106,Los Angeles,CA,90026,(213) 444-0984,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.alma-la.com&s=48f34cb704a00b0a0f3a577298baae97&cb=4328752&emid=mtrd60x,
Cindy's Restaurant,https://www.manta.com/c/mhwjg12/cindy-s-restaurant,False,1500 Colorado Boulevard,Los Angeles,CA,90041,(323) 240-9936,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.cindyseaglerock.com&s=837c959668734ccee4aac2c56f69f112&cb=4328753&emid=mhwjg12,
5i Restaurant,https://www.manta.com/c/mhxpt03/5i-restaurant,False,5407 Sepulveda Boulevard,Culver City,CA,90230,(310) 572-6000,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.5iindochinecuisine.com&s=e315a29e8cc7911049f926e9d6708a24&cb=4328753&emid=mhxpt03,
Yamato Restaurant,https://www.manta.com/c/mmc87fd/yamato-restaurant,False,1099 Westwood Boulevard,Los Angeles,CA,90024,(310) 208-0100,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.yamatorestaurants.com&s=c46fd8ea82a9df234b51b50d4393b3aa&cb=4328754&emid=mmc87fd,
Cke Restaurants Inc,https://www.manta.com/c/mm7rh72/cke-restaurants-inc,False,601 West 5th Street Lobby,Los Angeles,CA,90071,,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.ckr.com&s=25808428a79b8a17267a201bbc8aa0a1&cb=4328754&emid=mm7rh72,
Aram Restaurant,https://www.manta.com/c/mm2217n/aram-restaurant,False,138 South Beverly Drive,Beverly Hills,CA,90212,(310) 859-8585,https://www.manta.com/urlverify?redirect=http%3A%2F%2FAram-Restaurant.com&s=5294101386bcc98e27b89df62b3cefb9&cb=4328755&emid=mm2217n,
Marquez Restaurant,https://www.manta.com/c/mmjmgwk/marquez-restaurant,False,13226 Rosecrans Avenue,Norwalk,CA,90650,(562) 921-4731,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.marquezrestaurant.com&s=e460cc06d237ebbdd9974fc862196127&cb=4328756&emid=mmjmgwk,
Pastina Restaurant,https://www.manta.com/c/mm0gv0c/pastina-restaurant,False,2260 Westwood Boulevard,Los Angeles,CA,90064,(310) 441-4655,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.pastina.net&s=f5abe7298869cf3186ac314a7f55fba6&cb=4328757&emid=mm0gv0c,
Moishe's Restaurant,https://www.manta.com/c/mm5h6j4/moishe-s-restaurant,False,6333 West 3rd Street # 336,Los Angeles,CA,90036,(323) 936-4998,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.moishes-la.com&s=7c5588baa7a5b9b55ee0d4e2f8bd70e9&cb=4328757&emid=mm5h6j4,
Jangkumyine Restaurant,https://www.manta.com/c/mmcxfqn/jangkumyine-restaurant,False,16440 Norwalk Boulevard,Artesia,CA,90703,(562) 404-8886,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.cerritos-real-estate.com&s=ab5d84bc4ff2870ed37df5d1263c541e&cb=4328758&emid=mmcxfqn,
Lucca Restaurant,https://www.manta.com/c/mttkw40/lucca-restaurant,False,1636 North Cahuenga Boulevard,Los Angeles,CA,90028,(323) 856-4888,,
Adana Restaurant,https://www.manta.com/c/mttfkdz/adana-restaurant,False,6918 San Fernando Road,Glendale,CA,91201,(818) 843-6237,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.adanamenu.com&s=4a3f9913b2e8301f5dd6f0f394e0bdf8&cb=4328759&emid=mttfkdz,
Zacatecas Restaurant,https://www.manta.com/c/mr4j0t1/zacatecas-restaurant,False,13737 Inglewood Avenue,Hawthorne,CA,90250,(310) 679-5161,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.zacatecasmenu.com&s=a78477fccf6866ce915928e97a21abbf&cb=4328760&emid=mr4j0t1,
Cabrera's Restaurant,https://www.manta.com/c/mw2v0hj/cabrera-s-restaurant,False,655 North Lake Avenue,Pasadena,CA,91101,(626) 795-0230,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.cabreras.com&s=c32dc766c5d6cfd8e0216bd3b6c0c158&cb=4328761&emid=mw2v0hj,
Hanbat Restaurant,https://www.manta.com/c/mmllq78/hanbat-restaurant,False,16511 Pioneer Boulevard 104,Norwalk,CA,90650,(562) 924-9616,,
Hq Restaurant,https://www.manta.com/c/mtc6rwj/hq-restaurant,False,13337 Artesia Boulevard,Cerritos,CA,90703,(562) 802-2006,,
Gottsui Restaurant,https://www.manta.com/c/mw2twk6/gottsui-restaurant,False,2119 Sawtelle Boulevard,Los Angeles,CA,90025,(310) 478-0521,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.gottsui.net&s=6e0eb40c0f65bc67cb3da6d1a196e084&cb=4328763&emid=mw2twk6,
"Bj's Restaurants, Inc",https://www.manta.com/c/mtgq96z/bj-s-restaurants-inc,False,1716 Montebello Town Center,Montebello,CA,90640,(323) 201-5290,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.bjsrestaurants.com&s=c2d9d93c7785a1e83b40368162c3006d&cb=4328764&emid=mtgq96z,
Samhakdo Restaurant,https://www.manta.com/c/mm8byly/samhakdo-restaurant,False,1648 West Carson Street D,Torrance,CA,90501,(310) 328-1388,,
Gate Restaurant,https://www.manta.com/c/mbn8n0s/gate-restaurant,False,16925 Ventura Boulevard,Encino,CA,91316,(818) 788-9800,,
Restaurant 111,https://www.manta.com/c/mtrgnm6/restaurant-111,False,111 North La Cienega Boulevard,Beverly Hills,CA,90211,(310) 360-1333,,
Yamaha Restaurant,https://www.manta.com/c/mthdqyk/yamaha-restaurant,False,325 North Rosemead Boulevard,Pasadena,CA,91107,(626) 351-0560,,
Aita Restaurant,https://www.manta.com/c/mtr6v1c/aita-restaurant,False,4017 North Figueroa Street,Los Angeles,CA,90065,(323) 343-8670,,
Magnolia Restaurant,https://www.manta.com/c/mt13hxv/magnolia-restaurant,False,825 James M Wood Boulevard,Los Angeles,CA,90015,(213) 362-0880,https://www.manta.com/urlverify?redirect=http%3A%2F%2FMagnoliala.com&s=ccd5a8d1cbb2fa6f89380ce2ec7d6e16&cb=4340731&emid=mt13hxv,
Kumo Restaurant,https://www.manta.com/c/mm4ktkd/kumo-restaurant,False,8360 Melrose Avenue,West Hollywood,CA,90069,(323) 651-5866,,
Petros Restaurant,https://www.manta.com/c/mkxn1hm/petros-restaurant,False,10250 Santa Monica Boulevard,Los Angeles,CA,90067,(310) 277-3876,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.petrosrestaurant.com&s=4e6f00a1c7fe32c1c88af3328655f098&cb=4340732&emid=mkxn1hm,
Maude Restaurant,https://www.manta.com/c/mkh380s/maude-restaurant,False,1732 West 165th Place,Gardena,CA,90247,(310) 483-5684,,
Shahi Restaurant,https://www.manta.com/c/mk1v2fy/shahi-restaurant,False,940 Broxton Avenue,Los Angeles,CA,90024,(310) 824-8181,,
Crca Restaurant,https://www.manta.com/c/mbd4j9b/crca-restaurant,False,9876 Wilshire Boulevard,Beverly Hills,CA,90210,(310) 276-6345,,
Jingo Restaurant,https://www.manta.com/c/mbgzg14/jingo-restaurant,False,17970 Ventura Boulevard,Encino,CA,91316,(818) 774-9621,,
Uniworld Restaurant Inc,https://www.manta.com/c/mkhz8z5/uniworld-restaurant-inc,False,153 South Beverly Drive,Beverly Hills,CA,90212,(310) 275-5505,,
"B 1 Restaurant, Inc",https://www.manta.com/c/mk1d4h5/b-1-restaurant-inc,False,1925 West Olympic Boulevard,Los Angeles,CA,90006,(336) 786-4753,,
Ihop Restaurant,https://www.manta.com/c/mbsphlw/ihop-restaurant,False,8931 Reseda Boulevard,Northridge,CA,91324,(818) 886-4109,https://www.manta.com/urlverify?redirect=http%3A%2F%2FIhop.com&s=642df542a13f12449cd79652b080c42a&cb=4340734&emid=mbsphlw,
"Indian Restaurant, The",https://www.manta.com/c/mm02v99/indian-restaurant-the,False,17824 Pioneer Boulevard,Artesia,CA,90701,(562) 860-5621,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.theindiarestaurant.net&s=aa9efd477958e55aa31f3b3f8e52b968&cb=4340734&emid=mm02v99,
Michael's Restaurant,https://www.manta.com/c/mmjhrms/michael-s-restaurant,False,1147 3rd Street,Santa Monica,CA,90403,(310) 451-0843,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.michaelssantamonica.com&s=0515d0f7a6c37f4b2e96175bf642b3f2&cb=4340735&emid=mmjhrms,
"Carrows Restaurants, Inc",https://www.manta.com/c/mmpfrhf/carrows-restaurants-inc,False,1021 San Gabriel Boulevard,Rosemead,CA,91770,(626) 288-5633,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.carrows.com&s=3e66e7f16d8a94a9c4c74be47b78c59c&cb=4340736&emid=mmpfrhf,
Soltani Restaurant,https://www.manta.com/c/mtdmyy4/soltani-restaurant,False,1535 North La Brea Avenue,Los Angeles,CA,90028,(323) 876-3389,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.sultanigoodfood.com&s=6191713c0d1b02d080e65d323668458f&cb=4340737&emid=mtdmyy4,
Wilshire Restaurant,https://www.manta.com/c/mmn9w7v/wilshire-restaurant,False,2454 Wilshire Boulevard,Santa Monica,CA,90403,(310) 586-1707,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.wilshirerestaurant.com&s=58c642125ba20ae9272e2f9c7f9a33eb&cb=4340737&emid=mmn9w7v,
Sunrise Restaurants LLC,https://www.manta.com/c/mbnk2cp/sunrise-restaurants-llc,False,2735 Carson Street # 200,Lakewood,CA,90712,(562) 425-1402,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.dennys.com&s=a05a986ab1f29e70f0902bd45742c262&cb=4340738&emid=mbnk2cp,
Chico's Restaurant,https://www.manta.com/c/mbdl672/chico-s-restaurant,False,1301 Glendale Galleria,Glendale,CA,91210,(818) 243-3587,https://www.manta.com/urlverify?redirect=http%3A%2F%2FChicosrestaurant.com&s=f2a0b483ce3029daf5412b4ba6e246e9&cb=4340738&emid=mbdl672,
Restaurant Depot,https://www.manta.com/c/mmy3fy8/restaurant-depot,False,15853 Strathern Street,Van Nuys,CA,91406,(818) 376-7676,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.restaurantdepot.com&s=c445c914d2389b34ee2f1328a5d92716&cb=4340739&emid=mmy3fy8,
Prestige Restaurant,https://www.manta.com/c/mmprnrn/prestige-restaurant,False,11009 Burbank Boulevard 112,North Hollywood,CA,91601,,,
Nersess Restaurant,https://www.manta.com/c/mtcblx4/nersess-restaurant,False,11906 Wilshire Boulevard,Los Angeles,CA,90025,(310) 479-1100,,
8321 Restaurant,https://www.manta.com/c/mby0zgs/8321-restaurant,False,135 North Mission Road,Los Angeles,CA,90033,(323) 881-0018,,
Papaturro Restaurant,https://www.manta.com/c/mmgjg4n/papaturro-restaurant,False,4109 Beverly Boulevard,Los Angeles,CA,90004,(323) 660-4363,,
Rio Restaurant,https://www.manta.com/c/mry1jsp/rio-restaurant,False,2207 North San Fernando Road,Los Angeles,CA,90065,(323) 223-5693,,
Corkys Restaurants Inc,https://www.manta.com/c/mr5w21v/corkys-restaurants-inc,False,5043 Van Nuys Boulevard,Sherman Oaks,CA,91403,(818) 788-5110,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fcorkysla.com&s=d366d4232c15b7eb84e106ddc2857586&cb=4340741&emid=mr5w21v,
Mandys Restaurant,https://www.manta.com/c/mmgb23y/mandys-restaurant,False,13510 Inglewood Avenue,Hawthorne,CA,90250,(310) 676-1399,,
Vicky's Restaurant,https://www.manta.com/c/mm441x8/vicky-s-restaurant,False,2308 East 1st Street,Los Angeles,CA,90033,(323) 264-5595,,
Melrose Restaurant Inc,https://www.manta.com/c/mmg841y/melrose-restaurant-inc,False,7011 Melrose Avenue,Los Angeles,CA,90038,(323) 930-1233,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.hotwingscafe.net&s=91089c7624d22070e0c2eb33f66d18ce&cb=4340742&emid=mmg841y,
"Ba Restaurant, LLC",https://www.manta.com/c/mhxxm46/ba-restaurant-llc,False,1600 North Avenue 54,Los Angeles,CA,90042,(323) 739-6243,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.restaurantba.com&s=d8d792325e01038f08b44a7e6f1c1c98&cb=4340742&emid=mhxxm46,
